Retailer,Region,State_name,City,Product,Sales Method,Retailer_code,Region_code,State_code,City_code,Product_code,Sales Method_code,Price per Unit,Units Sold,Total_Sales,Operating Profit,Operating Margin,State
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,42,6,252,120.96,0.48,IN
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,34,39,1326,822.12,0.62,IN
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,44,118,5192,2803.68,0.54,IN
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,38,33,1254,627,0.5,IN
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,32,30,960,460.8,0.48,CA
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,34,7,238,126.14,0.53,TN
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,46,13,598,275.08,0.46,Hi
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,51,41,2091,1296.42,0.62,Hi
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,36,120,4320,2289.6,0.53,Hi
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,32,45,1440,720,0.5,Hi
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,27,46,1242,558.9,0.45,Hi
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,27,39,1053,568.62,0.54,Hi
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,42,42,1764,882,0.5,IN
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,49,85,4165,2582.3,0.62,IN
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,43,165,7095,3618.45,0.51,IN
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,37,81,2997,1348.65,0.45,IN
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,34,63,2142,963.9,0.45,IN
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,33,46,1518,789.36,0.52,IN
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,41,44,1804,883.96,0.49,CA
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,49,91,4459,2809.17,0.63,TN
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,41,145,5945,3150.85,0.53,CA
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,42,80,3360,1646.4,0.49,TN
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,36,52,1872,898.56,0.48,UT
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,29,38,1102,562.02,0.51,UT
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,37,27,999,479.52,0.48,UT
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,44,69,3036,1821.6,0.6,UT
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,38,112,4256,2298.24,0.54,UT
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,33,56,1848,850.08,0.46,UT
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,18,25,450,216,0.48,KS
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,19,23,437,227.24,0.52,KS
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,29,21,609,292.32,0.48,KS
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,34,39,1326,822.12,0.62,KS
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,36,94,3384,1827.36,0.54,KS
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,29,41,1189,546.94,0.46,KS
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,29,14,406,203,0.5,CA
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,29,7,203,107.59,0.53,TN
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,37,7,259,124.32,0.48,UT
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,44,38,1672,1053.36,0.63,UT
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,37,84,3108,1678.32,0.54,UT
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,29,41,1189,546.94,0.46,UT
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,29,25,725,340.75,0.47,UT
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,27,36,972,534.6,0.55,UT
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,48,27,1296,583.2,0.45,KS
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,53,58,3074,1905.88,0.62,KS
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,1,0,26,38,2,1,49,117,5733,2866.5,0.5,KS
Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,1,0,26,38,1,1,36,63,2268,1134,0.5,KS
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,1,0,26,38,5,1,39,60,2340,1146.6,0.49,KS
Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,1,0,26,38,4,1,38,38,1444,794.2,0.55,KS
Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,Online,1,0,26,38,0,1,45,39,1755,842.4,0.48,CA
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,Online,1,0,26,38,3,1,54,65,3510,2176.2,0.62,TN
Sports Direct,Midwest,Nebraska,Omaha,Men's Street Footwear,Online,3,0,26,38,2,1,19,203,3857,2044.21,0.53,UT
Sports Direct,Midwest,Nebraska,Omaha,Men's Athletic Footwear,Online,3,0,26,38,1,1,29,196,5684,3069.36,0.54,UT
Sports Direct,Midwest,Nebraska,Omaha,Women's Street Footwear,Online,3,0,26,38,5,1,28,138,3864,2125.2,0.55,UT
Sports Direct,Midwest,Nebraska,Omaha,Women's Athletic Footwear,Online,3,0,26,38,4,1,33,138,4554,2914.56,0.64,UT
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,37,88,3256,1562.88,0.48,UT
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,32,138,4416,3091.2,0.7,UT
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,24,156,3744,2021.76,0.54,CA
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,33,174,5742,3100.68,0.54,TN
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,32,128,4096,2129.92,0.52,SD
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,32,98,3136,1944.32,0.62,SD
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,38,68,2584,1240.32,0.48,SD
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,33,126,4158,2785.86,0.67,SD
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,28,163,4564,2510.2,0.55,SD
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,36,188,6768,3722.4,0.55,SD
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,27,117,3159,1832.22,0.58,DE
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,33,105,3465,2356.2,0.68,DE
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,37,73,2701,1350.5,0.5,DE
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,34,104,3536,2652,0.75,DE
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,19,195,3705,2148.9,0.58,DE
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,19,189,3591,2082.78,0.58,DE
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,14,119,1666,982.94,0.59,MA
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,18,113,2034,1342.44,0.66,MA
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,23,74,1702,902.06,0.53,MA
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,20,149,2980,2235,0.75,MA
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,9,203,1827,1077.93,0.59,MA
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,19,189,3591,2118.69,0.59,MA
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,15,173,2595,1453.2,0.56,CA
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,34,135,4590,3121.2,0.68,TN
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,49,120,5880,3175.2,0.54,SD
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,43,203,8729,6284.88,0.72,SD
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,43,203,8729,4800.95,0.55,NM
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,49,203,9947,5570.32,0.56,NM
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,44,189,8316,4906.44,0.59,NM
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,41,180,7380,5092.2,0.69,CA
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,49,145,7105,3907.75,0.55,NM
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,50,245,12250,8820,0.72,NM
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,44,206,9064,5800.96,0.64,NM
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,49,215,10535,6742.4,0.64,NM
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,41,254,10414,6560.82,0.63,NM
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,44,173,7612,5632.88,0.74,NM
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,45,131,5895,3419.1,0.58,CA
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,56,240,13440,10752,0.8,NE
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,38,225,8550,5215.5,0.61,CA
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,52,210,10920,7098,0.65,NE
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,51,268,13668,8200.8,0.6,CA
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,46,119,5474,3886.54,0.71,CA
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,50,123,6150,3628.5,0.59,NE
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,59,182,10738,8268.26,0.77,CA
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,51,175,8925,5355,0.6,NE
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,50,144,7200,4536,0.63,CA
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,59,188,11092,6987.96,0.63,CA
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,58,95,5510,3912.1,0.71,NE
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,41,88,3608,2056.56,0.57,CA
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,37,150,5550,4273.5,0.77,NE
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,29,131,3799,2279.4,0.6,CA
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,29,158,4582,2886.66,0.63,CA
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,32,124,3968,2380.8,0.6,NE
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,32,91,2912,2125.76,0.73,CA
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,29,78,2262,1357.2,0.6,NE
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,36,143,5148,3861,0.75,CA
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,18,169,3042,1946.88,0.64,CA
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,19,169,3211,1958.71,0.61,NE
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,43,144,6192,3962.88,0.64,CA
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,44,131,5764,4207.72,0.73,NE
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,48,111,5328,3143.52,0.59,CA
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,56,188,10528,8317.12,0.79,CA
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,Online,3,2,0,6,2,1,56,233,13048,8220.24,0.63,NE
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,Online,3,2,0,6,1,1,58,225,13050,8352,0.64,CA
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,Online,3,2,0,6,5,1,64,175,11200,6944,0.62,NE
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,Online,3,2,0,6,4,1,63,143,9009,6756.75,0.75,CA
Sports Direct,South,Alabama,Birmingham,Men's Apparel,Online,3,2,0,6,0,1,58,145,8410,4709.6,0.56,CA
Sports Direct,South,Alabama,Birmingham,Women's Apparel,Online,3,2,0,6,3,1,68,203,13804,11043.2,0.8,NE
Amazon,South,Alabama,Birmingham,Men's Street Footwear,Online,0,2,0,6,2,1,38,117,4446,2223,0.5,WI
Amazon,South,Alabama,Birmingham,Men's Athletic Footwear,Online,0,2,0,6,1,1,38,75,2850,1311,0.46,WI
Amazon,South,Alabama,Birmingham,Women's Street Footwear,Online,0,2,0,6,5,1,28,63,1764,917.28,0.52,WI
Amazon,South,Alabama,Birmingham,Women's Athletic Footwear,Online,0,2,0,6,4,1,34,28,952,390.32,0.41,WI
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,47,42,1974,769.86,0.39,WI
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,38,68,2584,1343.68,0.52,WI
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,38,140,5320,2606.8,0.49,CA
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,38,45,1710,803.7,0.47,NE
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,29,60,1740,922.2,0.53,WI
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,34,19,646,271.32,0.42,WI
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,46,45,2070,807.3,0.39,WI
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,37,63,2331,1188.81,0.51,WI
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,39,127,4953,2426.97,0.49,WI
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,39,46,1794,879.06,0.49,WI
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,27,52,1404,772.2,0.55,CA
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,32,13,416,166.4,0.4,IL
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,49,29,1421,511.56,0.36,NE
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,36,50,1800,990,0.55,ID
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,37,122,4514,2166.72,0.48,ID
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,37,44,1628,765.16,0.47,ID
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,27,44,1188,641.52,0.54,ID
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,33,21,693,277.2,0.4,ID
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,47,20,940,357.2,0.38,ID
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,39,63,2457,1253.07,0.51,NC
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,52,144,7488,3369.6,0.45,NC
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,48,60,2880,1440,0.5,NC
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,42,47,1974,1065.96,0.54,NC
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,41,34,1394,557.6,0.4,NC
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,51,42,2142,792.54,0.37,NC
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,56,72,4032,2136.96,0.53,IL
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,54,158,8532,4010.04,0.47,NE
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,48,77,3696,1811.04,0.49,ID
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,42,58,2436,1242.36,0.51,ID
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,41,51,2091,878.22,0.42,ID
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,50,53,2650,954,0.36,ID
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,56,85,4760,2427.6,0.51,ID
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,51,143,7293,3573.57,0.49,ID
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,46,84,3864,1854.72,0.48,NC
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,43,63,2709,1489.95,0.55,NC
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,43,44,1892,775.72,0.41,NC
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,53,60,3180,1208.4,0.38,NC
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,58,113,6554,3539.16,0.54,NC
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,50,147,7350,3381,0.46,NC
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,49,90,4410,2072.7,0.47,ID
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,41,68,2788,1394,0.5,ID
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,41,51,2091,857.31,0.41,ID
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,54,41,2214,819.18,0.37,ID
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,54,91,4914,2653.56,0.54,ID
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,53,122,6466,3103.68,0.48,ID
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,46,70,3220,1513.4,0.47,IL
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,41,38,1558,856.9,0.55,NE
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,42,36,1512,680.4,0.45,CT
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,52,36,1872,692.64,0.37,CT
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,57,59,3363,1748.76,0.52,CT
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,55,120,6600,3300,0.5,CT
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,54,59,3186,1561.14,0.49,CT
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,52,31,1612,886.6,0.55,CT
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,50,26,1300,520,0.4,IL
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,61,27,1647,625.86,0.38,NE
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,68,56,3808,2018.24,0.53,CT
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,62,98,6076,2977.24,0.49,CT
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,52,52,2704,1352,0.5,CT
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,52,55,2860,1487.2,0.52,CT
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,54,46,2484,1068.12,0.43,CT
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,60,41,2460,885.6,0.36,CT
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,67,63,4221,2279.34,0.54,CT
Amazon,Northeast,Maine,Portland,Men's Street Footwear,Online,0,1,18,42,2,1,62,138,8556,4106.88,0.48,CT
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,Online,0,1,18,42,1,1,53,74,3922,1961,0.5,CT
Amazon,Northeast,Maine,Portland,Women's Street Footwear,Online,0,1,18,42,5,1,52,68,3536,1768,0.5,CT
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,Online,0,1,18,42,4,1,52,50,2600,1118,0.43,CT
Amazon,Northeast,Maine,Portland,Men's Apparel,Online,0,1,18,42,0,1,60,54,3240,1166.4,0.36,CT
Amazon,Northeast,Maine,Portland,Women's Apparel,Online,0,1,18,42,3,1,69,75,5175,2742.75,0.53,IL
West Gear,Northeast,Maine,Portland,Men's Street Footwear,Online,5,1,18,42,2,1,33,98,3234,1131.9,0.35,NE
West Gear,Northeast,Maine,Portland,Men's Athletic Footwear,Online,5,1,18,42,1,1,41,109,4469,1474.77,0.33,IA
West Gear,Northeast,Maine,Portland,Women's Street Footwear,Online,5,1,18,42,5,1,43,101,4343,1737.2,0.4,IA
West Gear,Northeast,Maine,Portland,Women's Athletic Footwear,Online,5,1,18,42,4,1,43,59,2537,989.43,0.39,IA
Amazon,West,Alaska,Anchorage,Women's Apparel,Online,0,4,1,2,3,1,52,84,4368,1790.88,0.41,IA
Amazon,West,Alaska,Anchorage,Men's Street Footwear,Online,0,4,1,2,2,1,51,173,8823,4146.81,0.47,IA
Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,Online,0,4,1,2,1,1,53,65,3445,1653.6,0.48,IA
Amazon,West,Alaska,Anchorage,Women's Street Footwear,Online,0,4,1,2,5,1,43,77,3311,1225.07,0.37,IL
Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,Online,0,4,1,2,4,1,49,46,2254,879.06,0.39,NE
Amazon,West,Alaska,Anchorage,Men's Apparel,Online,0,4,1,2,0,1,60,75,4500,1710,0.38,IA
Amazon,West,Alaska,Anchorage,Women's Apparel,Online,0,4,1,2,3,1,52,102,5304,2333.76,0.44,IA
Amazon,West,Alaska,Anchorage,Men's Street Footwear,Online,0,4,1,2,2,1,53,153,8109,3973.41,0.49,IA
Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,Online,0,4,1,2,1,1,52,65,3380,1690,0.5,IA
Amazon,West,Alaska,Anchorage,Women's Street Footwear,Online,0,4,1,2,5,1,41,69,2829,1046.73,0.37,IA
Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,Online,0,4,1,2,4,1,49,36,1764,670.32,0.38,IA
Amazon,West,Alaska,Anchorage,Men's Apparel,Online,0,4,1,2,0,1,64,53,3392,1322.88,0.39,IL
Amazon,West,Alaska,Anchorage,Women's Apparel,Online,0,4,1,2,3,1,53,72,3816,1526.4,0.4,NE
Amazon,West,Alaska,Anchorage,Men's Street Footwear,Online,0,4,1,2,2,1,54,131,7074,3254.04,0.46,SC
Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,Online,0,4,1,2,1,1,50,61,3050,1525,0.5,SC
Amazon,West,Alaska,Anchorage,Women's Street Footwear,Online,0,4,1,2,5,1,44,61,2684,1073.6,0.4,SC
Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,Online,0,4,1,2,4,1,47,44,2068,765.16,0.37,SC
Amazon,West,Alaska,Anchorage,Men's Apparel,Online,0,4,1,2,0,1,56,41,2296,849.52,0.37,SC
Amazon,West,Alaska,Anchorage,Women's Apparel,Online,0,4,1,2,3,1,49,84,4116,1811.04,0.44,SC
Amazon,West,Alaska,Anchorage,Men's Street Footwear,Online,0,4,1,2,2,1,59,160,9440,4720,0.5,IL
Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,Online,0,4,1,2,1,1,56,72,4032,1814.4,0.45,NE
Amazon,West,Alaska,Anchorage,Women's Street Footwear,Online,0,4,1,2,5,1,53,84,4452,1780.8,0.4,SC
